example_gene,point_type,celltype,target_celltype,x,y,center_x,center_y
CCND1,other_cell,CXCL14+ Fibroblasts,11q13 Invasive Tumor Cells,9841.93359375,2782.128662109375,9430.09375,2704.296875
CCND1,other_cell,Macrophages,11q13 Invasive Tumor Cells,9851.6748046875,3045.60205078125,9430.09375,2704.296875
CCND1,other_cell,T Lymphocytes,11q13 Invasive Tumor Cells,9847.3115234375,3063.3896484375,9430.09375,2704.296875
CCND1,other_cell,"CAFs, Invasive Associated",11q13 Invasive Tumor Cells,9081.01953125,3114.833251953125,9430.09375,2704.296875
CCND1,other_cell,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells,9041.3740234375,2714.447509765625,9430.09375,2704.296875
CCND1,other_cell,Macrophages,11q13 Invasive Tumor Cells,9473.41796875,2400.039306640625,9430.09375,2704.296875
CCND1,other_cell,Macrophages,11q13 Invasive Tumor Cells,9682.1611328125,2716.300537109375,9430.09375,2704.296875
CCND1,other_cell,Macrophages,11q13 Invasive Tumor Cells,9438.7509765625,2970.01708984375,9430.09375,2704.296875
CCND1,other_cell,CXCL14+ Fibroblasts,11q13 Invasive Tumor Cells,9452.0556640625,3082.07763671875,9430.09375,2704.296875
CCND1,other_cell,CXCL14+ Fibroblasts,11q13 Invasive Tumor Cells,9398.791015625,3126.59423828125,9430.09375,2704.296875
CCND1,other_cell,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells,9404.62890625,2994.697998046875,9430.09375,2704.296875
C1QA,uRNA,,Macrophages,6610.859375,1736.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6614.203125,1736.890625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6609.421875,1738.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6609.96875,1736.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6609.875,1735.796875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6628.59375,1851.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6640.203125,1991.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6632.5,1989.375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6664.21875,1931.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6634.046875,1980.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6638.703125,1991.921875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6621.9375,1884.828125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6620.796875,1988.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6650.125,1940.515625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6640.078125,1988.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.65625,1845.65625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.328125,1982.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6640.359375,1990.3125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6641.3125,1949.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6638.8125,1992.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6646.75,1991.3125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6657.1875,1838.921875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6639.859375,1990.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6625.3125,1985.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6621.8125,1883.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6696.796875,1911.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6624.359375,1838.28125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6652.90625,1908.875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6624.046875,1986.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6623.578125,1986.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6632.125,1989.578125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6639.53125,1990.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6628.109375,1844.65625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6642.40625,1945.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6632.75,1796.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6628.9375,1850.328125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6654.984375,1988.765625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6664.671875,1931.703125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6646.109375,1990.46875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6624.515625,1838.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.390625,1987.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.25,1845.921875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6652.296875,1908.578125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.28125,1981.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6622.40625,1987.921875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6640.125,1990.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6688.90625,1998.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6640.921875,1992.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6632.359375,1989.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6689.578125,1999.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.3125,1981.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6696.46875,1998.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6696.5,1998.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6679.375,2011.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.65625,2014.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6639.125,2000.203125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6649.0625,2006.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.0625,2014.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6672.5625,2008.625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6626.671875,2013.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6698.796875,2000.828125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.8125,2195.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6714.953125,2175.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6709.5,2247.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6685.8125,2050.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6714.9375,2184.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6715.90625,2096.5625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6741.84375,2069.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6659.15625,2155.578125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6718.5,2180.625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6659.03125,2066.46875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6678.84375,2040.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6683.90625,2093.859375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6662.203125,2063.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6653.5625,2093.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6687.03125,2077.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6691.453125,2215.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6691.078125,2215.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6712.265625,2192.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6641.203125,2002.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6658.90625,2067.359375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6719.390625,2238.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6659.25,2067.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6653.046875,2093.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6653.140625,2093.90625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6677.546875,2067.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6662.09375,2068.859375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.5,2196.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6668.328125,2047.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6662.265625,2182.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6743.1875,2154.859375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6686.578125,2102.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6643.65625,2157.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6710.0,2181.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6686.953125,2077.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6673.953125,2103.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6660.796875,2065.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6673.796875,2035.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6642.09375,2116.203125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6748.8125,2223.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6710.359375,2051.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6705.46875,2141.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6713.625,2175.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6693.8125,2205.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6725.28125,2197.890625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6670.5,2181.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6708.140625,2184.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6651.046875,2172.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6715.90625,2175.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6711.734375,2191.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6680.828125,2065.46875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6636.46875,2044.765625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6718.859375,2238.703125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6686.109375,2077.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6661.1875,2064.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6734.59375,2189.796875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6674.828125,2230.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6694.59375,2205.921875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6710.625,2181.0,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6672.65625,2009.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6652.953125,2094.46875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6741.8125,2069.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6680.09375,2221.859375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6682.65625,2225.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6654.765625,2196.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6727.53125,2081.484375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6716.328125,2239.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6643.53125,2115.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6712.546875,2036.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6720.1875,2102.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6607.765625,2059.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6716.5625,2183.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6654.96875,2177.90625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6614.359375,2060.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6662.84375,2063.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6638.21875,2157.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6681.078125,2065.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6713.609375,2183.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6669.84375,2073.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6624.875,2021.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6635.859375,2117.65625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6663.765625,2179.359375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6711.71875,2192.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6629.671875,2000.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6638.71875,2113.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6678.796875,2041.28125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6737.796875,2088.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6679.625,2067.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6685.5,2225.859375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6708.3125,2183.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6715.0,2175.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6627.953125,2002.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6653.25,2093.53125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6709.96875,2051.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6705.796875,2061.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6672.984375,2285.140625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6691.671875,2260.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6673.015625,2288.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6673.046875,2287.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6712.265625,2357.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6673.625,2287.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6672.078125,2285.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6711.640625,2351.3125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6669.8125,2283.890625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6671.640625,2285.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6712.703125,2356.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6716.875,2270.875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6725.375,2290.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6696.515625,2263.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6692.046875,2281.96875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6669.703125,2284.546875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6716.609375,2271.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6666.90625,2531.65625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6645.3125,2517.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6657.0,2524.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6712.0625,2525.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6655.296875,2534.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6692.21875,2531.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6663.15625,2522.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6655.03125,2534.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6651.71875,2521.40625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6729.796875,2530.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6660.546875,2523.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6655.59375,2534.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6692.359375,2532.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6651.734375,2521.359375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6691.1875,2521.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6644.84375,2535.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6701.484375,2516.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6651.03125,2521.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6649.921875,2520.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6853.328125,1859.953125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6849.65625,1906.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6776.0625,1803.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6865.734375,2222.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6888.25,2235.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6897.171875,2216.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6822.796875,2098.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6911.078125,2211.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6772.234375,2119.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6840.609375,2128.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6824.8125,2219.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6879.734375,2180.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6800.359375,2153.375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6797.90625,2154.078125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6802.5,2051.28125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6774.859375,2069.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6786.0,2079.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6809.4375,2193.875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6784.765625,2237.96875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6851.65625,2116.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6893.328125,2099.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6801.5,2155.203125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6822.59375,2147.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6787.515625,2159.546875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6800.296875,2185.96875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6793.28125,2234.40625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6824.9375,2215.4375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6756.71875,2080.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6866.578125,2220.5625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6797.15625,2153.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6786.59375,2170.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6865.203125,2217.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6872.25,2137.046875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6759.4375,2069.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6879.8125,2180.5625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6821.28125,2206.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6799.0,2152.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6788.734375,2142.796875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6825.78125,2099.5625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6766.234375,2073.3125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6757.71875,2068.640625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6860.109375,2134.71875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6867.671875,2219.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6861.828125,2200.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6757.03125,2079.640625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6798.484375,2235.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6900.40625,2211.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6818.90625,2205.8125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6800.859375,2152.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6802.3125,2155.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6790.71875,2158.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6868.109375,2219.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6803.015625,2155.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6771.546875,2120.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6924.21875,2147.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6854.875,2172.671875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6783.359375,2238.15625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6823.21875,2177.71875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6786.859375,2236.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6900.21875,2213.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6894.890625,2237.1875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6939.703125,2172.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6924.84375,2200.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6893.78125,2099.515625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6803.640625,2252.65625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6803.46875,2254.3125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6775.828125,2287.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6881.234375,2490.640625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6803.078125,2253.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6879.09375,2480.71875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6772.546875,2250.125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6758.703125,2260.375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6754.171875,2263.375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6776.328125,2272.015625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6802.8125,2255.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6902.78125,2325.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6798.40625,2372.765625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6796.671875,2282.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6903.265625,2324.296875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6905.609375,2333.234375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6758.25,2287.0625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6773.4375,2255.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6786.890625,2253.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6819.734375,2489.96875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6801.78125,2252.4375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6890.46875,2306.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6776.0625,2288.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6772.84375,2256.34375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6879.59375,2490.578125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6776.921875,2272.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6802.609375,2252.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6758.1875,2256.328125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6898.390625,2262.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6966.40625,2256.984375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6966.953125,2256.546875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6992.609375,2446.78125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6752.21875,2515.46875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6752.5625,2516.875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6885.765625,2527.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6893.4375,2521.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6885.671875,2529.453125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6885.375,2528.875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,6752.25,2514.84375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7065.0,1688.25,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7100.234375,1690.28125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7092.96875,1701.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7098.984375,1691.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7098.34375,1691.765625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7095.3125,1694.734375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7059.671875,1691.109375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7073.40625,1713.6875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7099.984375,1692.15625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7084.1875,1716.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7219.515625,1700.21875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7093.765625,1797.09375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7090.09375,1792.28125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7115.109375,1813.640625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7047.140625,1839.9375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7039.65625,1813.609375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7072.515625,1777.75,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7124.421875,1820.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7112.8125,1816.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7054.0625,1847.265625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7092.265625,1796.375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7049.453125,1848.171875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7052.96875,1848.515625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7045.484375,1813.5,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7046.078125,1809.59375,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7051.28125,1841.03125,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7051.625,1850.390625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7069.4375,1874.765625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7076.265625,1775.140625,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7050.984375,1849.421875,7028.59375,2110.890625
C1QA,uRNA,,Macrophages,7050.3125,1848.703125,7028.59375,2110.890625
