,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),11q13 Invasive Tumor Cells (Mitotic),Apocrine Cells,B Cells,Basal-like Structured DCIS Cells,"CAFs, DCIS Associated","CAFs, Invasive Associated",CXCL14+ Fibroblasts,Dendritic Cells,Endothelial Cells,Luminal-like Amorphous DCIS Cells,Macrophages,Mast Cells,Myeloid Cells,Myoepithelial Cells,Pericytes,Plasma Cells,T Lymphocytes
ARL1,0.49510471722845667,0.49510471722845667,0.49510471722845667,1.0,0.49510471722845667,0.49510471722845667,0.3687137222093542,0.49510471722845667,0.09147169009343024,0.49510471722845667,0.09147169009343024,1.0,0.15412993593138194,0.20785545977193545,0.16883897699632977,0.3687137222093542,0.09147169009343024,0.3687137222093542,0.49510471722845667
ARPP19,0.28088373998574145,0.28088373998574145,0.28088373998574145,1.0,0.16951321471263936,0.1049526290395158,0.4870756491935034,0.28088373998574145,0.4870756491935034,0.16951321471263936,0.4870756491935034,1.0,0.4870756491935034,0.4870756491935034,0.4870756491935034,0.4870756491935034,0.4870756491935034,0.4870756491935034,0.16951321471263936
ASH1L,0.4889224351012419,0.4889224351012419,0.4889224351012419,1.0,0.4889224351012419,0.4889224351012419,0.3749927159593579,0.4889224351012419,0.12839710150684552,0.4889224351012419,0.12839710150684552,1.0,0.14948498291983564,0.21348093651488137,0.171904867771679,0.3749927159593579,0.12839710150684552,0.3749927159593579,0.4889224351012419
ATL3,0.49621773154311766,0.49621773154311766,0.49621773154311766,1.0,0.49621773154311766,0.49621773154311766,0.3676007198325135,0.49621773154311766,0.07502584548904338,0.49621773154311766,0.07283494316251442,1.0,0.15142503347177907,0.20616983842569075,0.1684184616055488,0.3676007198325135,0.07283494316251442,0.3676007198325135,0.49621773154311766
ATP5F1A,0.28024322194104284,0.28024322194104284,0.28024322194104284,1.0,0.1629734713209522,0.10151214587357635,0.48676976137053546,0.28024322194104284,0.48676976137053546,0.1629734713209522,0.48676976137053546,1.0,0.48676976137053546,0.48676976137053546,0.48676976137053546,0.48676976137053546,0.48676976137053546,0.48676976137053546,0.1629734713209522
ATP6AP1,0.5061802967965293,0.5061802967965293,0.5061802967965293,1.0,0.5061802967965293,0.5061802967965293,0.36030346169327643,0.5061802967965293,0.12183340191830162,0.5061802967965293,0.12183340191830162,1.0,0.1835912989230575,0.20605054519611446,0.16661844986604502,0.36030346169327643,0.12183340191830162,0.36030346169327643,0.5061802967965293
ATP6V1G1,0.26679017897593055,0.26679017897593055,0.26679017897593055,1.0,0.16959640782914165,0.10458572826608116,0.4925118438231777,0.26679017897593055,0.4925118438231777,0.16959640782914165,0.4925118438231777,1.0,0.4925118438231777,0.4925118438231777,0.4925118438231777,0.4925118438231777,0.4925118438231777,0.4925118438231777,0.16959640782914165
AZIN1,0.3851442518299445,0.3851442518299445,0.3851442518299445,1.0,0.15944168727030322,0.11380953343406149,0.6221839437908601,0.3851442518299445,0.25868980080416015,0.15944168727030322,0.25868980080416015,0.6221839437908601,0.25868980080416015,0.25868980080416015,0.25868980080416015,0.6221839437908601,0.25868980080416015,0.6221839437908601,0.15944168727030322
B2M,0.3845046195234967,0.3845046195234967,0.3845046195234967,1.0,0.10409634179159888,0.15198413081867834,0.6225648466069515,0.3845046195234967,0.2579170383048692,0.11739420168561775,0.2579170383048692,0.6225648466069515,0.2579170383048692,0.2579170383048692,0.2579170383048692,0.6225648466069515,0.2579170383048692,0.6225648466069515,0.10409634179159888
BCL2,0.4862709890389399,0.4862709890389399,0.4862709890389399,1.0,0.4862709890389399,0.4862709890389399,0.37875068195518996,0.4862709890389399,0.16176381844921997,0.4862709890389399,0.16176381844921997,1.0,0.16176381844921997,0.21794210152831342,0.175331798222041,0.37875068195518996,0.16176381844921997,0.37875068195518996,0.4862709890389399
