,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),11q13 Invasive Tumor Cells (Mitotic),Apocrine Cells,B Cells,Basal-like Structured DCIS Cells,"CAFs, DCIS Associated","CAFs, Invasive Associated",CXCL14+ Fibroblasts,Dendritic Cells,Endothelial Cells,Luminal-like Amorphous DCIS Cells,Macrophages,Mast Cells,Myeloid Cells,Myoepithelial Cells,Pericytes,Plasma Cells,T Lymphocytes
MAL2,0.3853145988283765,0.3853145988283765,0.3853145988283765,1.0,0.17301828421760898,0.11552745515892168,0.6223512140940372,0.3853145988283765,0.2622483311130492,0.17301828421760898,0.2622483311130492,0.6223512140940372,0.2622483311130492,0.2622483311130492,0.2622483311130492,0.6223512140940372,0.2622483311130492,0.6223512140940372,0.17301828421760898
MAP1LC3B,0.27929612285754546,0.27929612285754546,0.27929612285754546,1.0,0.16530064281576934,0.10765760579054678,0.48727899623668325,0.27929612285754546,0.48727899623668325,0.16530064281576934,0.48727899623668325,1.0,0.48727899623668325,0.48727899623668325,0.48727899623668325,0.48727899623668325,0.48727899623668325,0.48727899623668325,0.16530064281576934
MAP3K3,0.3887887831005495,0.3887887831005495,0.3887887831005495,1.0,0.25832234745166094,0.25832234745166094,0.6208296638471332,0.3887887831005495,0.16129401344345515,0.25832234745166094,0.16129401344345515,0.6208296638471332,0.13061138964872018,0.2047315456432367,0.16129401344345515,0.6208296638471332,0.16129401344345515,0.6208296638471332,0.25832234745166094
MAP4,0.48936286635238935,0.48936286635238935,0.48936286635238935,1.0,0.48936286635238935,0.48936286635238935,0.3736794164793303,0.48936286635238935,0.10844705978873286,0.48936286635238935,0.10844705978873286,1.0,0.14404609175543284,0.21080364543752794,0.17157870075816326,0.3736794164793303,0.10844705978873286,0.3736794164793303,0.48936286635238935
MAPKAPK2,0.267552413244282,0.267552413244282,0.267552413244282,1.0,0.1603450900058191,0.10073734936282398,0.49148943878210916,0.267552413244282,0.49148943878210916,0.1603450900058191,0.49148943878210916,1.0,0.49148943878210916,0.49148943878210916,0.49148943878210916,0.49148943878210916,0.49148943878210916,0.49148943878210916,0.1603450900058191
MARCKS,0.38911489786266923,0.38911489786266923,0.38911489786266923,1.0,0.25622904865055623,0.25622904865055623,0.621017706834694,0.38911489786266923,0.14605064990071967,0.25622904865055623,0.14605064990071967,0.621017706834694,0.09099549886464953,0.20277658053061756,0.16541877905050248,0.621017706834694,0.14605064990071967,0.621017706834694,0.25622904865055623
MAT2B,0.4940937306039059,0.4940937306039059,0.4940937306039059,1.0,0.4940937306039059,0.4940937306039059,0.36894846057596586,0.4940937306039059,0.09128989163561106,0.4940937306039059,0.09128989163561106,1.0,0.15222150375998075,0.2071404854104073,0.17008728428368816,0.36894846057596586,0.09128989163561106,0.36894846057596586,0.4940937306039059
MBD2,0.38329618045279323,0.38329618045279323,0.38329618045279323,1.0,0.15339843589224733,0.10674363378935436,0.6228916604172898,0.38329618045279323,0.26079288529402367,0.15339843589224733,0.26079288529402367,0.6228916604172898,0.26079288529402367,0.26079288529402367,0.26079288529402367,0.6228916604172898,0.26079288529402367,0.6228916604172898,0.15339843589224733
MBNL1,0.4922549187323847,0.4922549187323847,0.4922549187323847,1.0,0.4922549187323847,0.4922549187323847,0.37046784919121617,0.4922549187323847,0.0827966923675388,0.4922549187323847,0.05963090765970683,1.0,0.14301500173312184,0.20718865196832995,0.1701067785187409,0.37046784919121617,0.0827966923675388,0.37046784919121617,0.4922549187323847
MCCC2,0.3908153336323548,0.3908153336323548,0.3908153336323548,1.0,0.18592231681848512,0.15261495473309353,0.6202810606859048,0.3908153336323548,0.25514153434525233,0.18592231681848512,0.25514153434525233,0.6202810606859048,0.25514153434525233,0.25514153434525233,0.25514153434525233,0.6202810606859048,0.25514153434525233,0.6202810606859048,0.18592231681848512
MCL1,0.4911302075575525,0.4911302075575525,0.4911302075575525,1.0,0.4911302075575525,0.4911302075575525,0.3720840242826399,0.4911302075575525,0.09959937210987874,0.4911302075575525,0.09959937210987874,1.0,0.14564334857887382,0.20962448206195636,0.1697249121229621,0.3720840242826399,0.09959937210987874,0.3720840242826399,0.4911302075575525
MDH2,0.38510668797045733,0.38510668797045733,0.38510668797045733,1.0,0.16547247398630957,0.11823117655125295,0.6222122296517036,0.38510668797045733,0.2598119377313388,0.16547247398630957,0.2598119377313388,0.6222122296517036,0.2598119377313388,0.2598119377313388,0.2598119377313388,0.6222122296517036,0.2598119377313388,0.6222122296517036,0.16547247398630957
MDM2,0.48863192941444616,0.48863192941444616,0.48863192941444616,1.0,0.48863192941444616,0.48863192941444616,0.37730294343921467,0.48863192941444616,0.15919316065193886,0.48863192941444616,0.15919316065193886,1.0,0.15919316065193886,0.21704500807662322,0.17420844406619557,0.37730294343921467,0.15919316065193886,0.37730294343921467,0.48863192941444616
MED13,0.3862016711072045,0.3862016711072045,0.3862016711072045,1.0,0.1702124292531525,0.12479724086820833,0.6217453113795063,0.3862016711072045,0.2590158448173982,0.1702124292531525,0.2590158448173982,0.6217453113795063,0.2590158448173982,0.2590158448173982,0.2590158448173982,0.6217453113795063,0.2590158448173982,0.6217453113795063,0.1702124292531525
MEF2D,0.49540195698431944,0.49540195698431944,0.49540195698431944,1.0,0.49540195698431944,0.49540195698431944,0.36884048796453717,0.49540195698431944,0.09881189309342574,0.49540195698431944,0.09881189309342574,1.0,0.15661821354470337,0.20830269285625594,0.17010649143725887,0.36884048796453717,0.09881189309342574,0.36884048796453717,0.49540195698431944
MLPH,0.3880000960655525,0.3880000960655525,0.3880000960655525,1.0,0.17975035454956803,0.14088195291286176,0.6212543610907708,0.3880000960655525,0.2580047992812137,0.17975035454956803,0.2580047992812137,0.6212543610907708,0.2580047992812137,0.2580047992812137,0.2580047992812137,0.6212543610907708,0.2580047992812137,0.6212543610907708,0.17975035454956803
MMP2,0.39115047519734186,0.39115047519734186,0.39115047519734186,1.0,0.16282661394184117,0.18308681532267826,0.6220547227498958,0.39115047519734186,0.25534763935850213,0.16282661394184117,0.25534763935850213,0.6220547227498958,0.05206179042823776,0.25534763935850213,0.25534763935850213,0.6220547227498958,0.25534763935850213,0.6220547227498958,0.16282661394184117
MMP7,0.2746673935934872,0.2746673935934872,0.2746673935934872,1.0,0.20769274206415966,0.12951934228950657,0.5030889482773478,0.2746673935934872,0.5030889482773478,0.20769274206415966,0.5030889482773478,1.0,0.5030889482773478,0.5030889482773478,0.5030889482773478,0.5030889482773478,0.5030889482773478,0.5030889482773478,0.20769274206415966
MMRN2,0.49569927814092113,0.49569927814092113,0.49569927814092113,1.0,0.49569927814092113,0.49569927814092113,0.3685651815515273,0.49569927814092113,0.08107548549523114,0.49569927814092113,0.03958045356367607,1.0,0.14795154239058397,0.20587944966379546,0.17212147398787372,0.3685651815515273,0.06756006994218837,0.3685651815515273,0.49569927814092113
MRFAP1L1,0.38704778126597794,0.38704778126597794,0.38704778126597794,1.0,0.16720829472633647,0.12500709583052053,0.6215466189013754,0.38704778126597794,0.2567343577928011,0.16720829472633647,0.2567343577928011,0.6215466189013754,0.2567343577928011,0.2567343577928011,0.2567343577928011,0.6215466189013754,0.2567343577928011,0.6215466189013754,0.16720829472633647
MSI2,0.27977532929747306,0.27977532929747306,0.27977532929747306,1.0,0.17077992684851095,0.10466695799092592,0.48773019855130073,0.27977532929747306,0.48773019855130073,0.17077992684851095,0.48773019855130073,1.0,0.48773019855130073,0.48773019855130073,0.48773019855130073,0.48773019855130073,0.48773019855130073,0.48773019855130073,0.17077992684851095
MSMB,0.1487971947116387,0.1487971947116387,0.1487971947116387,1.0,0.2641913453850989,0.2641913453850989,0.5023680103310068,0.1487971947116387,0.5023680103310068,0.2641913453850989,0.5023680103310068,1.0,0.5023680103310068,0.5023680103310068,0.5023680103310068,0.5023680103310068,0.5023680103310068,0.5023680103310068,0.2641913453850989
MUC1,0.5340255698138531,0.5340255698138531,0.5340255698138531,1.0,0.5340255698138531,0.5340255698138531,0.20365790408171477,0.5340255698138531,0.3648282598280191,0.5340255698138531,0.3648282598280191,1.0,0.3648282598280191,0.3648282598280191,0.3648282598280191,0.24131029632590198,0.3648282598280191,0.20365790408171477,0.5340255698138531
MXI1,0.4930627295282191,0.4930627295282191,0.4930627295282191,1.0,0.4930627295282191,0.4930627295282191,0.37128013095845985,0.4930627295282191,0.11354389589884706,0.4930627295282191,0.11354389589884706,1.0,0.15549852376920717,0.21110614250532828,0.17079046088211727,0.37128013095845985,0.11354389589884706,0.37128013095845985,0.4930627295282191
MYB,0.49336891762075724,0.49336891762075724,0.49336891762075724,1.0,0.49336891762075724,0.49336891762075724,0.3731884909454659,0.49336891762075724,0.14009161545852178,0.49336891762075724,0.14009161545852178,1.0,0.16138688405655136,0.21411035022705888,0.17248357451305935,0.3731884909454659,0.14009161545852178,0.3731884909454659,0.49336891762075724
MYH9,0.488620711507153,0.488620711507153,0.488620711507153,1.0,0.488620711507153,0.488620711507153,0.3739632092736325,0.488620711507153,0.11446597550758934,0.488620711507153,0.11446597550758934,1.0,0.14496657296503518,0.21089804989018013,0.17243160681998804,0.3739632092736325,0.11446597550758934,0.3739632092736325,0.488620711507153
MYL6,0.4867285146327192,0.4867285146327192,0.4867285146327192,1.0,0.4867285146327192,0.4867285146327192,0.3768329565369147,0.4867285146327192,0.14376019815016425,0.4867285146327192,0.14376019815016425,1.0,0.11823099823953227,0.21422347524785001,0.17317877174507554,0.3768329565369147,0.14376019815016425,0.3768329565369147,0.4867285146327192
NAP1L1,0.2651318610083386,0.2651318610083386,0.2651318610083386,1.0,0.15430109545189785,0.10555848600798134,0.49201616928908926,0.2651318610083386,0.49201616928908926,0.15430109545189785,0.49201616928908926,1.0,0.49201616928908926,0.49201616928908926,0.49201616928908926,0.49201616928908926,0.49201616928908926,0.49201616928908926,0.15430109545189785
NAP1L4,0.38459000310120567,0.38459000310120567,0.38459000310120567,1.0,0.16161127937754408,0.10835177278244304,0.6223687922720803,0.38459000310120567,0.26030325556613093,0.16161127937754408,0.26030325556613093,0.6223687922720803,0.26030325556613093,0.26030325556613093,0.26030325556613093,0.6223687922720803,0.26030325556613093,0.6223687922720803,0.16161127937754408
NAPA,0.3887123772339536,0.3887123772339536,0.3887123772339536,1.0,0.25867535120577384,0.25867535120577384,0.6209647013501617,0.3887123772339536,0.16281327998267778,0.25867535120577384,0.16281327998267778,0.6209647013501617,0.13533797618111476,0.20532039449395278,0.16281327998267778,0.6209647013501617,0.16281327998267778,0.6209647013501617,0.25867535120577384
NCOR1,0.38979185399148464,0.38979185399148464,0.38979185399148464,1.0,0.2590143597023145,0.2590143597023145,0.6206262496452869,0.38979185399148464,0.14697716775756722,0.2590143597023145,0.14697716775756722,0.6206262496452869,0.12384226398578893,0.20366183150162792,0.16446417801201535,0.6206262496452869,0.14697716775756722,0.6206262496452869,0.2590143597023145
NDFIP1,0.5026824048012435,0.5026824048012435,0.5026824048012435,1.0,0.5026824048012435,0.5026824048012435,0.3617055520599234,0.5026824048012435,0.07303854946746932,0.5026824048012435,0.08212359393655304,1.0,0.17484172662077985,0.20356065052354091,0.16103384207927246,0.3617055520599234,0.08212359393655304,0.3617055520599234,0.5026824048012435
NDUFC1,0.3878494820976034,0.3878494820976034,0.3878494820976034,1.0,0.17191312024691838,0.12977186100958576,0.6212641681995743,0.3878494820976034,0.2564686044620758,0.17191312024691838,0.2564686044620758,0.6212641681995743,0.2564686044620758,0.2564686044620758,0.2564686044620758,0.6212641681995743,0.2564686044620758,0.6212641681995743,0.17191312024691838
NECTIN2,0.2686004567348332,0.2686004567348332,0.2686004567348332,1.0,0.1713751758480509,0.10259755293108341,0.49205710196706276,0.2686004567348332,0.49205710196706276,0.1713751758480509,0.49205710196706276,1.0,0.49205710196706276,0.49205710196706276,0.49205710196706276,0.49205710196706276,0.49205710196706276,0.49205710196706276,0.1713751758480509
NES,0.49802130610946105,0.49802130610946105,0.49802130610946105,1.0,0.49802130610946105,0.49802130610946105,0.3644594994872559,0.49802130610946105,0.060315262965019115,0.49802130610946105,0.07134713155128461,1.0,0.15545163086203406,0.202925075474936,0.17129799081608554,0.3644594994872559,0.07134713155128461,0.3644594994872559,0.49802130610946105
NFE2L1,0.49353262443356,0.49353262443356,0.49353262443356,1.0,0.49353262443356,0.49353262443356,0.37054626925146583,0.49353262443356,0.10275933502742873,0.49353262443356,0.10275933502742873,1.0,0.15371952711522935,0.2095677576734538,0.17049691353401755,0.37054626925146583,0.10275933502742873,0.37054626925146583,0.49353262443356
NFE2L2,0.4995889461387265,0.4995889461387265,0.4995889461387265,1.0,0.4995889461387265,0.4995889461387265,0.363540863692622,0.4995889461387265,0.056079492930845055,0.4995889461387265,0.07101743243206737,1.0,0.15644408315479222,0.20288039135812724,0.16959304763279054,0.363540863692622,0.07101743243206737,0.363540863692622,0.4995889461387265
NFIC,0.49557944811524857,0.49557944811524857,0.49557944811524857,1.0,0.49557944811524857,0.49557944811524857,0.3681701286409761,0.49557944811524857,0.0889631859248465,0.49557944811524857,0.0889631859248465,1.0,0.1544257434569233,0.20746256337958152,0.16918441775576962,0.3681701286409761,0.0889631859248465,0.3681701286409761,0.49557944811524857
NFIX,0.49838434065224135,0.49838434065224135,0.49838434065224135,1.0,0.49838434065224135,0.49838434065224135,0.36476593036452515,0.49838434065224135,0.05616055398969648,0.49838434065224135,0.07039241904921939,1.0,0.15415017962066105,0.20389329299217773,0.16855622559258657,0.36476593036452515,0.07039241904921939,0.36476593036452515,0.49838434065224135
NFKBIZ,0.25230674000676256,0.25230674000676256,0.25230674000676256,1.0,0.1744967975531414,0.16302228227383705,0.49823297437171365,0.25230674000676256,0.49823297437171365,0.1744967975531414,0.49823297437171365,1.0,0.49823297437171365,0.49823297437171365,0.49823297437171365,0.49823297437171365,0.49823297437171365,0.49823297437171365,0.1744967975531414
NHERF1,0.4906949695686872,0.4906949695686872,0.4906949695686872,1.0,0.4906949695686872,0.4906949695686872,0.3754446653778189,0.4906949695686872,0.1516090587734937,0.4906949695686872,0.1516090587734937,1.0,0.15997038445804088,0.2157169392411072,0.17406476845670923,0.3754446653778189,0.1516090587734937,0.3754446653778189,0.4906949695686872
NHERF2,0.2754296455378838,0.2754296455378838,0.2754296455378838,1.0,0.16600772807239944,0.09859906787398244,0.4888519947996773,0.2754296455378838,0.4888519947996773,0.16600772807239944,0.4888519947996773,1.0,0.4888519947996773,0.4888519947996773,0.4888519947996773,0.4888519947996773,0.4888519947996773,0.4888519947996773,0.16600772807239944
NIBAN1,1.0,1.0,1.0,0.791521519969748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2541399473464278,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NME1,0.2680132632995589,0.2680132632995589,0.2680132632995589,1.0,0.16995461851638738,0.10621762269041225,0.492316691497292,0.2680132632995589,0.492316691497292,0.16995461851638738,0.492316691497292,1.0,0.492316691497292,0.492316691497292,0.492316691497292,0.492316691497292,0.492316691497292,0.492316691497292,0.16995461851638738
NOTCH2,0.494148809115351,0.494148809115351,0.494148809115351,1.0,0.494148809115351,0.494148809115351,0.3695918231733261,0.494148809115351,0.09792031226519185,0.494148809115351,0.09792031226519185,1.0,0.1538667911298818,0.2088451868205618,0.16891849360781905,0.3695918231733261,0.09792031226519185,0.3695918231733261,0.494148809115351
NPEPPS,0.3838894602779361,0.3838894602779361,0.3838894602779361,1.0,0.15840087740166076,0.10870996986210547,0.6226754672095887,0.3838894602779361,0.26053783526966645,0.15840087740166076,0.26053783526966645,0.6226754672095887,0.26053783526966645,0.26053783526966645,0.26053783526966645,0.6226754672095887,0.26053783526966645,0.6226754672095887,0.15840087740166076
NPM1,0.4952338828690977,0.4952338828690977,0.4952338828690977,1.0,0.4952338828690977,0.4952338828690977,0.3684448603477058,0.4952338828690977,0.09465542310228477,0.4952338828690977,0.09465542310228477,1.0,0.15538472059823658,0.20776195638048986,0.1696105642460888,0.3684448603477058,0.09465542310228477,0.3684448603477058,0.4952338828690977
NQO1,0.26980035428691257,0.26980035428691257,0.26980035428691257,1.0,0.17300660595582004,0.09851339478154021,0.4917951338109215,0.26980035428691257,0.4917951338109215,0.17300660595582004,0.4917951338109215,1.0,0.4917951338109215,0.4917951338109215,0.4917951338109215,0.4917951338109215,0.4917951338109215,0.4917951338109215,0.17300660595582004
NRIP1,0.4889780992243615,0.4889780992243615,0.4889780992243615,1.0,0.4889780992243615,0.4889780992243615,0.37592996995217964,0.4889780992243615,0.1454974768697992,0.4889780992243615,0.1454974768697992,1.0,0.15482685304566712,0.21510430679526232,0.1738999685302664,0.37592996995217964,0.1454974768697992,0.37592996995217964,0.4889780992243615
NSA2,0.49369155135403847,0.49369155135403847,0.49369155135403847,1.0,0.49369155135403847,0.49369155135403847,0.36979049677583214,0.49369155135403847,0.09254110364677352,0.49369155135403847,0.09254110364677352,1.0,0.15066055749719381,0.20829157276532542,0.16945599884833235,0.36979049677583214,0.09254110364677352,0.36979049677583214,0.49369155135403847
NUCB2,0.4912385507131413,0.4912385507131413,0.4912385507131413,1.0,0.4912385507131413,0.4912385507131413,0.3736308849761521,0.4912385507131413,0.1284265282269212,0.4912385507131413,0.1284265282269212,1.0,0.15508802104637753,0.21344412970329732,0.17086823260836953,0.3736308849761521,0.1284265282269212,0.3736308849761521,0.4912385507131413
NUCKS1,0.3879245650319589,0.3879245650319589,0.3879245650319589,1.0,0.25732048458011997,0.25732048458011997,0.6212223323404775,0.3879245650319589,0.16408671505307532,0.25732048458011997,0.16408671505307532,0.6212223323404775,0.12743325201632438,0.20577390092081316,0.16408671505307532,0.6212223323404775,0.16408671505307532,0.6212223323404775,0.25732048458011997
NUMA1,0.494094470754756,0.494094470754756,0.494094470754756,1.0,0.494094470754756,0.494094470754756,0.37000640364354653,0.494094470754756,0.1072091435528391,0.494094470754756,0.1072091435528391,1.0,0.1559565119484073,0.20950311807750185,0.1701856712144356,0.37000640364354653,0.1072091435528391,0.37000640364354653,0.494094470754756
OAZ1,0.48741146637344074,0.48741146637344074,0.48741146637344074,1.0,0.48741146637344074,0.48741146637344074,0.37694028751008124,0.48741146637344074,0.14714686807251284,0.48741146637344074,0.14714686807251284,1.0,0.1353285041772153,0.21510032457098743,0.17368620743791305,0.37694028751008124,0.14714686807251284,0.37694028751008124,0.48741146637344074
OGA,0.4933681720714285,0.4933681720714285,0.4933681720714285,1.0,0.4933681720714285,0.4933681720714285,0.3700682103467527,0.4933681720714285,0.09785710225947265,0.4933681720714285,0.09785710225947265,1.0,0.15210044045453644,0.20871611137886217,0.16997167045177705,0.3700682103467527,0.09785710225947265,0.3700682103467527,0.4933681720714285
OGFRL1,0.5012426103599087,0.5012426103599087,0.5012426103599087,1.0,0.5012426103599087,0.5012426103599087,0.3616220725515729,0.5012426103599087,0.05425765770033277,0.5012426103599087,0.07369083156038428,1.0,0.1597355948598353,0.20161986559315984,0.1711148609904378,0.3616220725515729,0.07369083156038428,0.3616220725515729,0.5012426103599087
OR4F17,0.4870645912768671,0.4870645912768671,0.4870645912768671,1.0,0.4870645912768671,0.4870645912768671,0.3758835731608072,0.4870645912768671,0.14046830079731598,0.4870645912768671,0.14046830079731598,1.0,0.10455214509233675,0.21241406368420798,0.16980330375340524,0.3758835731608072,0.14046830079731598,0.3758835731608072,0.4870645912768671
OS9,0.49164630257867814,0.49164630257867814,0.49164630257867814,1.0,0.49164630257867814,0.49164630257867814,0.3711699506575158,0.49164630257867814,0.09622831376318546,0.49164630257867814,0.09622831376318546,1.0,0.14673959894271643,0.2087713393487094,0.16992527731613233,0.3711699506575158,0.09622831376318546,0.3711699506575158,0.49164630257867814
OSBPL8,0.2738983736250401,0.2738983736250401,0.2738983736250401,1.0,0.1599976456982724,0.0993473901346564,0.4890513427175948,0.2738983736250401,0.4890513427175948,0.1599976456982724,0.4890513427175948,1.0,0.4890513427175948,0.4890513427175948,0.4890513427175948,0.4890513427175948,0.4890513427175948,0.4890513427175948,0.1599976456982724
OST4,0.4886142428237833,0.4886142428237833,0.4886142428237833,1.0,0.4886142428237833,0.4886142428237833,0.37521823874785054,0.4886142428237833,0.12863934436743857,0.4886142428237833,0.12863934436743857,1.0,0.14853143554508622,0.21340376700745198,0.17219769794677084,0.37521823874785054,0.12863934436743857,0.37521823874785054,0.4886142428237833
P4HB,0.4933167984456236,0.4933167984456236,0.4933167984456236,1.0,0.4933167984456236,0.4933167984456236,0.3709186046031213,0.4933167984456236,0.10647035166503072,0.4933167984456236,0.10647035166503072,1.0,0.15372496132156133,0.21014763800513048,0.169877099640114,0.3709186046031213,0.10647035166503072,0.3709186046031213,0.4933167984456236
PAIP2,0.49462781062607075,0.49462781062607075,0.49462781062607075,1.0,0.49462781062607075,0.49462781062607075,0.3692347414989375,0.49462781062607075,0.09595559550441436,0.49462781062607075,0.09595559550441436,1.0,0.1542256300680124,0.2082914114138245,0.169576769425357,0.3692347414989375,0.09595559550441436,0.3692347414989375,0.49462781062607075
PARK7,0.38677646040767244,0.38677646040767244,0.38677646040767244,1.0,0.166670982356416,0.12711687342805644,0.6215438836914432,0.38677646040767244,0.2569653815902908,0.166670982356416,0.2569653815902908,0.6215438836914432,0.2569653815902908,0.2569653815902908,0.2569653815902908,0.6215438836914432,0.2569653815902908,0.6215438836914432,0.166670982356416
PAWR,0.4882262824696379,0.4882262824696379,0.4882262824696379,1.0,0.4882262824696379,0.4882262824696379,0.3761716242065438,0.4882262824696379,0.14619939739958948,0.4882262824696379,0.14619939739958948,1.0,0.15402093281886883,0.2152107772644167,0.17386365318185298,0.3761716242065438,0.14619939739958948,0.3761716242065438,0.4882262824696379
PBXIP1,0.49587525361404583,0.49587525361404583,0.49587525361404583,1.0,0.49587525361404583,0.49587525361404583,0.3686586994418652,0.49587525361404583,0.10257754042824727,0.49587525361404583,0.10257754042824727,1.0,0.15846012811471288,0.2086446202944532,0.16995008020220717,0.3686586994418652,0.10257754042824727,0.3686586994418652,0.49587525361404583
PCMTD1,0.49263668105172825,0.49263668105172825,0.49263668105172825,1.0,0.49263668105172825,0.49263668105172825,0.37050539646262864,0.49263668105172825,0.10084493963513698,0.49263668105172825,0.10084493963513698,1.0,0.15168776254571534,0.2090536605505428,0.17000475094549117,0.37050539646262864,0.10084493963513698,0.37050539646262864,0.49263668105172825
PCYOX1,0.49088489342975483,0.49088489342975483,0.49088489342975483,1.0,0.49088489342975483,0.49088489342975483,0.3736566914391631,0.49088489342975483,0.12456423488645324,0.49088489342975483,0.12456423488645324,1.0,0.15340508069300302,0.21299783570627467,0.17078762804109152,0.3736566914391631,0.12456423488645324,0.3736566914391631,0.49088489342975483
PDGFRA,0.5322541814174966,0.5322541814174966,0.5322541814174966,1.0,0.3068346874778568,0.3068346874778568,0.439353696235323,0.5322541814174966,0.14065223018318418,0.3068346874778568,0.14065223018318418,1.0,0.3068346874778568,0.1721109136372989,0.19433215177953367,0.439353696235323,0.14065223018318418,0.439353696235323,0.3068346874778568
PDS5A,0.3834444651438604,0.3834444651438604,0.3834444651438604,1.0,0.1588012935093012,0.10557100646743224,0.6227782784742577,0.3834444651438604,0.26156593765050845,0.1588012935093012,0.26156593765050845,0.6227782784742577,0.26156593765050845,0.26156593765050845,0.26156593765050845,0.6227782784742577,0.26156593765050845,0.6227782784742577,0.1588012935093012
PEA15,0.38468850758243844,0.38468850758243844,0.38468850758243844,1.0,0.15436285820991066,0.12291247275277854,0.6222692999005024,0.38468850758243844,0.2580941937307747,0.15436285820991066,0.2580941937307747,0.6222692999005024,0.2580941937307747,0.2580941937307747,0.2580941937307747,0.6222692999005024,0.2580941937307747,0.6222692999005024,0.15436285820991066
PERP,0.48765274756816646,0.48765274756816646,0.48765274756816646,1.0,0.48765274756816646,0.48765274756816646,0.37790068085871686,0.48765274756816646,0.16194366843281494,0.48765274756816646,0.16194366843281494,1.0,0.16194366843281494,0.21791478429597097,0.17486344540526857,0.37790068085871686,0.16194366843281494,0.37790068085871686,0.48765274756816646
PGR,0.3839912726549762,0.3839912726549762,0.3839912726549762,1.0,0.16726376712609844,0.10370688914253177,0.6229137977557434,0.3839912726549762,0.26323483265808606,0.16726376712609844,0.26323483265808606,0.6229137977557434,0.26323483265808606,0.26323483265808606,0.26323483265808606,0.6229137977557434,0.26323483265808606,0.6229137977557434,0.16726376712609844
PHF3,0.5009404983137412,0.5009404983137412,0.5009404983137412,1.0,0.5009404983137412,0.5009404983137412,0.3632305668126998,0.5009404983137412,0.07428900053777666,0.5009404983137412,0.08381047137206966,1.0,0.17363473343725835,0.20464362941525122,0.16027926307674004,0.3632305668126998,0.08381047137206966,0.3632305668126998,0.5009404983137412
PICALM,0.49193104812391003,0.49193104812391003,0.49193104812391003,1.0,0.49193104812391003,0.49193104812391003,0.37062236882789,0.49193104812391003,0.09021684397337539,0.49193104812391003,0.09021684397337539,1.0,0.14615426477518376,0.20757086805614294,0.17075000364831738,0.37062236882789,0.09021684397337539,0.37062236882789,0.49193104812391003
PIGT,0.3876920836133065,0.3876920836133065,0.3876920836133065,1.0,0.16975149708128298,0.1334561007174635,0.6212537648209008,0.3876920836133065,0.25592933867068707,0.16975149708128298,0.25592933867068707,0.6212537648209008,0.25592933867068707,0.25592933867068707,0.25592933867068707,0.6212537648209008,0.25592933867068707,0.6212537648209008,0.16975149708128298
PIK3R1,0.504043260259351,0.504043260259351,0.504043260259351,1.0,0.504043260259351,0.504043260259351,0.3590066034216512,0.504043260259351,0.06073715745724798,0.504043260259351,0.08253678346700645,1.0,0.1756973338049182,0.20160056645325017,0.16240556463551653,0.3590066034216512,0.08253678346700645,0.3590066034216512,0.504043260259351
PIM3,0.28116905100305334,0.28116905100305334,0.28116905100305334,1.0,0.16918098615635363,0.11176129740572704,0.48701533779497386,0.28116905100305334,0.48701533779497386,0.16918098615635363,0.48701533779497386,1.0,0.48701533779497386,0.48701533779497386,0.48701533779497386,0.48701533779497386,0.48701533779497386,0.48701533779497386,0.16918098615635363
PIP,1.0,1.0,1.0,0.6906517378563188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2595607644686189,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PJA2,0.5016039158320459,0.5016039158320459,0.5016039158320459,1.0,0.5016039158320459,0.5016039158320459,0.3624290639703918,0.5016039158320459,0.06758830107900288,0.5016039158320459,0.0792879774369687,1.0,0.17286263059943097,0.20358621313201064,0.16003308289364285,0.3624290639703918,0.0792879774369687,0.3624290639703918,0.5016039158320459
PKM,0.27534445021029785,0.27534445021029785,0.27534445021029785,1.0,0.16593537115981868,0.09909500025799212,0.4889795742838388,0.27534445021029785,0.4889795742838388,0.16593537115981868,0.4889795742838388,1.0,0.4889795742838388,0.4889795742838388,0.4889795742838388,0.4889795742838388,0.4889795742838388,0.4889795742838388,0.16593537115981868
PLAT,0.2637557635381815,0.2637557635381815,0.2637557635381815,1.0,0.17057815207724386,0.11308054641794348,0.493499244942028,0.2637557635381815,0.493499244942028,0.17057815207724386,0.493499244942028,1.0,0.493499244942028,0.493499244942028,0.493499244942028,0.493499244942028,0.493499244942028,0.493499244942028,0.17057815207724386
PLEC,0.4860104741280466,0.4860104741280466,0.4860104741280466,1.0,0.4860104741280466,0.4860104741280466,0.3768177869632744,0.4860104741280466,0.14512075577655492,0.4860104741280466,0.14512075577655492,1.0,0.12050116076429128,0.2140477084211569,0.17416316479350918,0.3768177869632744,0.14512075577655492,0.3768177869632744,0.4860104741280466
PLEKHF2,0.3857707051697379,0.3857707051697379,0.3857707051697379,1.0,0.1662272276483362,0.11372216773429852,0.6220118808923318,0.3857707051697379,0.25924792487428705,0.1662272276483362,0.25924792487428705,0.6220118808923318,0.25924792487428705,0.25924792487428705,0.25924792487428705,0.6220118808923318,0.25924792487428705,0.6220118808923318,0.1662272276483362
